sam_address_id,zip_code,latitude,longitude,trashday
178563,02128,42.3724899999772,-71.03654000120537,Wednesday
178564,02128,42.3725180000208,-71.03659000118314,Wednesday
178565,02128,42.3725180000208,-71.03659000118314,Wednesday
178566,02128,42.38773000004589,-71.00544000125761,Friday
178567,02128,42.38773000004589,-71.00544000125761,Friday
178568,02128,42.38763000001923,-71.00591000127648,Friday
178569,02128,42.38763000001923,-71.00591000127648,Friday
178570,02128,42.38763000001923,-71.00591000127648,Friday
178571,02128,42.38770999997864,-71.00589000123718,Friday
178572,02128,42.38770999997864,-71.00589000123718,Friday
178573,02128,42.38770999997864,-71.00589000123718,Friday
178574,02128,42.38747000002184,-71.00555000124196,Friday
178575,02128,42.38747000002184,-71.00555000124196,Friday
178576,02128,42.38747000002184,-71.00555000124196,Friday
178577,02128,42.387449999983225,-71.00595000123457,Friday
178578,02128,42.387449999983225,-71.00595000123457,Friday
178579,02128,42.387449999983225,-71.00595000123457,Friday
178580,02128,42.38763999997014,-71.00549000126048,Friday
178581,02128,42.38763999997014,-71.00549000126048,Friday
178582,02128,42.38763999997014,-71.00549000126048,Friday
178615,02128,42.37576000002665,-71.03567000124235,Tuesday
178616,02128,42.37576000002665,-71.03567000124235,Tuesday
179819,02128,42.38904000003866,-71.00959000126868,Friday
179820,02128,42.38904000003866,-71.00959000126868,Friday
179821,02128,42.38781000002392,-71.00475000118311,Friday
179822,02128,42.38781000002392,-71.00475000118311,Friday
179823,02128,42.38948000001257,-71.01048000123426,Friday
179824,02128,42.38948000001257,-71.01048000123426,Friday
179825,02128,42.38780999997296,-71.00500000128979,Friday
179826,02128,42.38780999997296,-71.00500000128979,Friday
179827,02128,42.38780999997296,-71.00500000128979,Friday
179828,02128,42.38809999997496,-71.00479000120042,Friday
179829,02128,42.38809999997496,-71.00479000120042,Friday
179830,02128,42.38809999997496,-71.00479000120042,Friday
179831,02128,42.38811000002112,-71.00495000125284,Friday
179832,02128,42.38811000002112,-71.00495000125284,Friday
